airport_ident,length__meters,width__meters,le_ident,le_heading_degT,le_displaced_threshold__meters,he_ident,he_heading_degT,he_displaced_threshold__meters,le_latitude_deg,le_longitude_deg,he_latitude_deg,he_longitude_deg
LPMR,2992,45,36,2,270,18,182,263,39.817799,-8.88779,39.8447,-8.88673
LPMT,2147,45,01,6,0,19,186,0,38.69990158081055,-9.038339614868164,38.719600677490234,-9.035470008850098
LPMT,2440,45,07,72,0,25,252,0,38.705002,-9.03717,38.711601,-9.01041
LPOV,2440,45,18,176,0,36,356,0,40.92679977416992,-8.646900177001953,40.904998779296875,-8.644949913024902
LPPD,2497,45,12,112,0,30,292,240,37.74620056152344,-25.710899353027344,37.73789978027344,-25.684600830078125
LPPR,3480,45,17,173,300,35,353,150,41.263301849365234,-8.685239791870117,41.23249816894531,-8.677200317382812
LPPS,3006,45,18,178,0,36,358,0,33.08700180053711,-16.350500106811523,33.059898376464844,-16.34939956665039
LPPT,3805,45,02,22,90,20,202,600,38.765701,-9.14438,38.797298,-9.12739
LPST,1800,40,14,135,0,32,315,0,38.83679962158203,-9.346879959106445,38.82529830932617,-9.332429885864258
LPTN,2295,45,08,77,100,26,257,0,39.47209930419922,-8.385709762573242,39.476600646972656,-8.35968017578125
LQBK,2503,45,17,170,0,35,350,0,44.95240020751953,17.294599533081055,44.93040084838867,17.300399780273438
LQMO,2400,48,16,158,0,34,338,0,43.29290008544922,17.840299606323242,43.27299880981445,17.85140037536621
LQSA,2641,46,11,117,101,29,297,508,43.83000183105469,18.317100524902344,43.81919860839844,18.34589958190918
LQTZ,2485,45,09,96,0,27,276,0,44.459800720214844,18.709299087524414,44.45750045776367,18.740299224853516
LR79,2500,80,03,26,0,21,206,0,45.14860153198242,27.423599243164062,45.16859817504883,27.438100814819336
LR80,2500,80,18,185,0,36,5,0,44.403499603271484,27.728099822998047,44.381099700927734,27.725299835205078
LR81,2500,80,11,106,0,29,286,0,44.080299377441406,24.40130043029785,44.07429885864258,24.431499481201172
LR82,2500,80,04,44,0,22,224,0,45.20819854736328,26.967599868774414,45.22460174560547,26.989599227905273
LRAR,2000,45,09,95,0,27,275,0,46.177398681640625,21.24920082092285,46.17570114135742,21.274799346923828
LRBC,2500,80,16,165,0,34,345,0,46.53269958496094,26.905899047851562,46.51110076904297,26.914400100708008
LRBM,2150,45,09,99,0,27,279,0,47.65999984741211,23.44969940185547,47.656898498535156,23.478099822998047
LRBS,3200,45,07,74,240,25,254,795,44.49919891357422,26.082799911499023,44.507198333740234,26.12150001525879
LRCK,3500,45,18,186,0,36,6,0,44.37770080566406,28.4906005859375,44.346500396728516,28.486299514770508
LRCL,2040,45,07,79,0,25,259,0,46.78514862060547,23.67405891418457,46.79019546508789,23.696460723876953
LRCT,2500,50,15,156,0,33,336,0,46.51259994506836,23.87929916381836,46.492000579833984,23.89259910583496
LRCV,2500,45,09,89,0,27,269,0,44.317901611328125,23.872900009155273,44.31840133666992,23.90410041809082
LRIA,2400,45,14,154,0,32,334,0,47.185699,27.615601,47.171299,27.6257
LROD,2100,45,01,11,0,19,191,0,47.016045,21.899719,47.034576,21.90509
LROP,3500,45,08L,84,0,26R,264,0,44.576499938964844,26.083900451660156,44.57979965209961,26.12779998779297
LROP,3500,45,08R,84,0,26L,264,0,44.56449890136719,26.07659912109375,44.56779861450195,26.120399475097656
LRSB,2630,45,09,91,0,27,271,0,45.786163330078125,24.06867218017578,45.78561019897461,24.10249137878418
LRSM,2487,45,01,13,0,19,193,0,47.69240188598633,22.881900787353516,47.7140998840332,22.88949966430664
LRSV,2460,45,16,163,0,34,343,0,47.6952018737793,26.35059928894043,47.6797981262207,26.357500076293945
LRTR,3500,45,11,110,0,29,290,0,45.815101623535156,21.31679916381836,45.804500579833984,21.358999252319336
LSGG,3900,50,04,46,330,22,226,0,46.225799560546875,6.0909199714660645,46.25040054321289,6.126989841461182
LSGS,2000,40,07,73,0,25,253,0,46.21689987182617,-1.0,46.2218017578125,7.338620185852051
LSMD,2355,40,11,108,0,29,288,0,47.4015998840332,8.633720397949219,47.395301818847656,8.6627197265625
LSME,2502,40,04,38,111,22,218,182,47.083499908447266,8.295069694519043,47.10129928588867,8.315170288085938
LSMM,2003,40,10,95,0,28,275,0,46.7434196472168,8.095575332641602,46.741310119628906,8.121917724609375
LSMP,2858,40,05,48,416,23,228,414,46.83470153808594,6.901060104370117,46.85169982910156,6.929069995880127
LSZC,2000,40,06,62,61,24,242,61,46.97169876098633,8.386670112609863,46.97999954223633,8.40999984741211
LSZH,2500,60,10,96,0,28,276,0,47.458900451660156,8.537469863891602,47.456600189208984,8.570449829101562
LSZH,3300,60,14,137,149,32,317,0,47.48310089111328,8.534729957580566,47.461299896240234,8.564459800720215
LSZH,3700,60,16,155,0,34,335,470,47.47560119628906,8.53594970703125,47.44540023803711,8.556730270385742
LSZS,1800,40,03,29,0,21,209,110,46.526798248291016,9.878290176391602,46.54140090942383,9.889989852905273
LTAC,3750,45,03L,36,350,21R,216,0,40.117801666259766,32.983699798583984,40.142398834228516,33.007198333740234
LTAC,3750,60,03R,35,0,21L,215,0,40.11410140991211,32.98320007324219,40.141300201416016,33.00910186767578
LTAD,2757,42,11L,113,150,29R,293,0,39.95690155029297,32.671199798583984,39.9474983215332,32.69919967651367
LTAE,3350,45,03,33,0,21,213,0,40.066200256347656,32.55500030517578,40.09159851074219,32.57630157470703
LTAF,2750,45,05,54,0,23,234,0,36.97480010986328,35.268001556396484,36.989498138427734,35.29280090332031
LTAG,3048,45,05,53,0,23,233,0,36.99369812011719,35.412200927734375,37.01029968261719,35.43949890136719
LTAH,3660,45,13L,133,0,31R,313,0,38.737300872802734,30.587799072265625,38.714500427246094,30.61840057373047
LTAH,3000,45,13R,134,0,31L,314,0,38.73630142211914,30.586599349975586,38.71760177612305,30.611600875854492
LTAI,3400,45,18C,186,0,36C,6,0,36.91550064086914,30.794700622558594,36.885101318359375,30.790599822998047
LTAI,3400,45,18L,186,0,36R,6,0,36.911399841308594,30.811399459838867,36.88090133666992,30.807199478149414
LTAI,2990,45,18R,186,0,36L,6,0,36.91569900512695,30.792400360107422,36.888999938964844,30.788700103759766
LTAJ,3000,48,10L,105,130,28R,285,0,36.95109939575195,37.464298248291016,36.94459915161133,37.494598388671875
LTAJ,3000,30,10R,105,100,28L,285,0,36.95009994506836,37.46149826049805,36.94309997558594,37.49409866333008
LTAN,3348,45,01L,17,0,19R,197,0,37.96511459350586,32.554141998291016,37.994014739990234,32.56510925292969
LTAN,3348,45,01R,17,0,19L,197,0,37.964599609375,32.55630111694336,37.99340057373047,32.56740188598633
LTAO,2400,41,04,47,0,22,227,0,38.34669876098633,38.244300842285156,38.36069869995117,38.26359939575195
LTAP,2926,45,05,55,0,23,235,0,40.82170104980469,35.50790023803711,40.83700180053711,35.53609848022461
LTAT,3350,45,03,31,0,21,211,0,38.42250061035156,38.08100128173828,38.44820022583008,38.10100173950195
LTAU,3000,44,07,76,0,25,256,0,38.7672004699707,35.47869873046875,38.77360153198242,35.51219940185547
LTAY,3000,45,05,59,0,23,239,0,37.77859878540039,29.68670082092285,37.79249954223633,29.715900421142578
LTAZ,3000,45,11,117,0,29,297,0,38.77799987792969,34.5192985534668,38.76570129394531,34.549800872802734
LTBA,2600,60,05,59,150,23,239,0,40.96630096435547,28.811399459838867,40.97779846191406,28.836200714111328
LTBF,2990,44,18,182,0,36,2,0,39.6327018737793,27.926599502563477,39.60580062866211,27.92530059814453
LTBG,3007,45,18,181,0,36,1,0,40.33169937133789,27.978099822998047,40.3046989440918,27.977399826049805
LTBH,2350,45,04,41,0,22,221,0,40.12739944458008,26.415300369262695,40.1432991027832,26.433500289916992
LTBI,3050,46,08,90,0,26,270,0,39.78409957885742,30.56410026550293,39.7843017578125,30.599700927734375
LTBJ,3240,45,16L,167,0,34R,347,0,38.30659866333008,27.152700424194336,38.2781982421875,27.16119956970215
LTBJ,3240,45,16R,167,0,34L,347,0,38.30619812011719,27.15060043334961,38.277801513671875,27.15920066833496
LTBL,2993,45,17,176,0,35,356,0,38.5265007019043,27.008699417114258,38.49959945678711,27.01140022277832
LTBR,2993,45,07L,74,0,25R,254,0,40.252201080322266,29.545400619506836,40.2593994140625,29.579299926757812
LTBS,3000,45,01,15,0,19,195,0,36.70009994506836,28.78809928894043,36.726200103759766,28.796899795532227
LTBT,2992,45,14L,139,0,32R,319,0,38.81949996948242,27.82309913635254,38.799198150634766,27.845800399780273
LTBU,3000,45,04,49,0,22,229,0,41.129398345947266,27.90530014038086,41.147098541259766,27.932600021362305
LTCA,3000,45,07,71,0,25,251,0,38.594398498535156,39.26475524902344,38.60089111328125,39.298179626464844
LTCC,3549,45,16,163,0,34,343,0,37.90919876098633,40.19499969482422,37.87860107421875,40.20709991455078
LTCD,3000,45,11,111,0,29,291,0,39.71580123901367,39.51060104370117,39.706199645996094,39.543399810791016
LTCE,3810,45,08L,88,0,26R,268,0,39.9567985534668,41.14789962768555,39.95800018310547,41.192501068115234
LTCF,3500,45,06,64,0,24,244,0,40.555301666259766,43.09640121459961,40.56890106201172,43.13359832763672
LTCG,2640,45,11,112,0,29,292,0,40.9995002746582,39.77519989013672,40.9906005859375,39.80419921875
LTCI,2750,45,03,38,0,21,218,0,38.45840072631836,43.32270050048828,38.47800064086914,43.34189987182617
LTCJ,3048,46,02,26,0,20,206,0,37.91659927368164,41.109100341796875,37.94139862060547,41.12409973144531
LTCK,3551,45,11,116,0,29,296,0,38.754798889160156,41.64289855957031,38.740699768066406,41.679500579833984
LTCO,3000,45,16,165,0,34,345,0,39.671531677246094,43.02018737792969,39.645484924316406,43.02946853637695
LTCP,2503,45,05,49,0,23,229,0,37.723999,38.458199,37.738701,38.479698
LTCR,2501,45,03,37,0,21,217,0,37.214401,40.6231,37.2323,40.640202
LTCT,3000,45,12,120,0,30,300,0,-1.0,-1.0,-1.0,-1.0
LTDA,3000,45,04,42,0,22,222,0,36.352500915527344,36.27619934082031,36.37229919433594,36.29880142211914
LTFA,3000,45,17,173,0,35,353,0,38.53020095825195,26.973800659179688,38.50310134887695,26.978300094604492
LTFC,3000,45,05,50,0,23,230,0,37.84659957885742,30.35540008544922,37.864200592041016,30.381399154663086
LTFD,3000,45,05,54,0,23,234,0,39.54890060424805,27.004199981689453,39.560001373291016,27.023700714111328
LTFE,3000,45,10L,104,0,28R,284,0,37.255001068115234,27.649200439453125,37.24729919433594,27.681499481201172
LTFE,2940,45,10R,-1,0,28L,-1,0,37.25339889526367,27.64859962463379,37.24689865112305,27.675600051879883
LTFH,3000,45,13,134,0,31,314,0,41.26369857788086,36.55419921875,41.245201110839844,36.58000183105469
LTFJ,3000,45,06,64,0,24,244,0,40.8927001953125,29.293399810791016,40.90439987182617,29.325000762939453
LTFM,3750,45,16L,174,0,34R,354,0,41.29859924316406,28.709199905395508,41.26490020751953,28.70989990234375
LTFM,3750,60,16R,174,0,34L,354,0,41.29859924316406,28.706750869750977,41.26483917236328,28.70741081237793
LTFM,4100,60,17L,174,0,35R,354,0,41.298828125,28.727039337158203,41.26192092895508,28.727760314941406
LTFM,4100,45,17R,174,0,35L,354,0,41.29880142211914,28.72450065612793,41.26190185546875,28.725299835205078
LTFM,3060,45,18,179,0,36,354,0,41.289798736572266,28.756200790405273,41.26219940185547,28.75670051574707
LUBL,2208,43,15,153,0,33,333,0,47.84700012207031,27.774900436401367,47.829200744628906,27.78809928894043
LUKK,3590,45,08,88,0,26,268,0,46.92729949951172,28.907400131225586,46.92829895019531,28.954500198364258
LUKK,2383,45,09,-1,0,27,-1,0,46.93270492553711,28.920202255249023,46.9300651550293,28.951263427734375
LWOH,2550,43,02,18,0,20,198,0,41.16899871826172,20.737699508666992,41.190799713134766,20.74690055847168
LWSK,2950,45,16,165,0,34,345,0,41.9723014831543,21.617700576782227,41.95100021362305,21.625099182128906
LXGB,1829,46,09,88,92,27,268,112,36.150901794433594,-5.3598198890686035,36.1515998840332,-5.339509963989258
LYBE,3400,45,12L,122,0,30R,302,400,44.8265,20.291,44.810299,20.327499
LYNI,2500,45,11,113,219,29,293,300,43.34120178222656,21.841299057006836,43.332298278808594,21.86949920654297
LYPG,2500,45,18,184,0,36,4,0,42.370601654052734,19.253000259399414,42.348201751708984,19.250699996948242
LYTV,2502,45,14,139,0,32,319,0,42.41310119628906,18.713300704956055,42.39619827270508,18.733299255371094
LZIB,2900,60,04,44,0,22,224,0,48.16080093383789,17.199399948120117,48.17959976196289,17.226499557495117
LZIB,3190,45,13,134,0,31,314,237,48.17570114135742,17.20400047302246,48.155799865722656,17.234800338745117
LZKZ,3100,45,01,13,0,19,193,0,48.64939880371094,21.236400604248047,48.67660140991211,21.245899200439453
LZMC,2487,56,02,18,0,20,198,0,48.391300201416016,17.113300323486328,48.41270065307617,17.12350082397461
LZSL,2400,57,18,182,0,36,2,0,48.62729263305664,19.133569717407227,48.648868560791016,19.134672164916992
LZTT,2600,45,09,94,0,27,274,0,49.07440185546875,20.223499298095703,49.07279968261719,20.258800506591797
MBGT,1939,46,11,104,243,29,284,0,21.446699142456055,-71.15139770507812,21.442399978637695,-71.13330078125
MBPV,2804,45,10,93,183,28,273,0,21.77442741394043,-72.2822036743164,21.773099899291992,-72.25514221191406
MDBH,3000,45,12,118,0,30,298,0,18.257699966430664,-71.13300323486328,18.24519920349121,-71.10780334472656
MDCY,3000,45,07,74,0,25,254,0,-1.0,-1.0,-1.0,-1.0
MDLR,2949,45,11,97,0,29,277,0,18.454116821289062,-68.9251937866211,18.454116821289062,-68.9251937866211
MDPC,3100,45,08,74,0,26,254,0,18.57029914855957,-68.38310241699219,18.578100204467773,-68.35479736328125
MDPC,3100,45,09,83,0,27,263,0,18.566099166870117,-68.37809753417969,18.568599700927734,-68.34880065917969
MDPP,3081,46,08,73,0,26,253,0,19.753799438476562,-70.58409881591797,19.761999130249023,-70.55599975585938
MDSD,3353,61,17,161,0,35,341,0,18.444000244140625,-69.67420196533203,18.4153995513916,-69.6636962890625
MDSI,2134,61,03,26,0,21,206,0,18.495100021362305,-69.76609802246094,18.512300491333008,-69.7573013305664
MDST,2620,45,11,103,0,29,283,0,19.40880012512207,-70.61689758300781,19.403400421142578,-70.59249877929688
MGGT,2987,60,02,17,0,20,197,220,14.57040023803711,-90.53160095214844,14.596099853515625,-90.52330017089844
MGTK,3000,45,10,111,0,28,291,0,16.918699264526367,-89.87950134277344,16.909000396728516,-89.85320281982422
MHLC,3010,45,07,67,248,25,247,61,15.737199783325195,-86.86599731445312,15.74779987335205,-86.84010314941406
MHLM,2805,45,04,40,200,22,220,0,15.442299842834473,-87.93260192871094,15.461600303649902,-87.91570281982422
MHRO,2240,45,07,66,61,25,246,0,16.312599182128906,-86.53250122070312,16.32110023498535,-86.51339721679688
MHSC,2441,45,17,170,0,35,350,0,14.393230438232422,-87.62319946289062,14.371521949768066,-87.61912536621094
MHTG,1863,45,02,19,204,20,199,0,14.052900314331055,-87.22000122070312,14.06879997253418,-87.21440124511719
MKJP,2713,46,12,112,0,30,292,0,17.94029998779297,-76.79949951171875,17.931100845336914,-76.77570343017578
MKJS,2662,46,07,66,69,25,246,169,18.498699188232422,-77.92479705810547,18.508699417114258,-77.90190124511719
MM41,2320,46,10,110,0,28,290,0,16.913799285888672,-99.9989013671875,16.906700134277344,-99.97850036621094
MMAA,3302,45,10,108,0,28,288,0,16.760000228881836,-99.76319885253906,16.750699996948242,-99.73380279541016
MMAL,2850,33,02,30,0,20,210,0,26.322799682617188,-99.54959869384766,26.34510040283203,-99.5353012084961
MMAN,2011,45,02,32,72,20,212,0,25.856000900268555,-100.24400329589844,25.871400833129883,-100.23300170898438
MMAS,3000,45,18,183,0,36,3,0,21.714599609375,-102.31700134277344,21.6875,-102.31900024414062
MMBT,2700,45,07,79,0,25,259,0,15.77299976348877,-96.2750015258789,15.777600288391113,-96.25019836425781
MMCB,2798,45,03,31,0,21,211,79,18.823699951171875,-99.26840209960938,18.84589958190918,-99.25420379638672
MMCE,2200,45,13,140,0,31,320,0,18.659500122070312,-91.80619812011719,18.64430046081543,-91.7927017211914
MMCL,2300,45,02,33,0,20,213,270,24.756900787353516,-107.48200225830078,24.77440071105957,-107.47000122070312
MMCM,2208,46,10,108,0,28,288,265,18.507699966430664,-88.33670043945312,18.50160026550293,-88.31690216064453
MMCN,2300,45,13,137,0,31,317,0,27.40019989013672,-109.84100341796875,27.385000228881836,-109.82499694824219
MMCP,2500,45,16,166,0,34,346,0,19.827800750732422,-90.5031967163086,19.80579948425293,-90.49739837646484
MMCS,2700,45,03,38,0,21,218,0,31.628299713134766,-106.43599700927734,31.64739990234375,-106.41799926757812
MMCT,2800,45,10,100,0,28,280,0,20.64349937438965,-88.45939636230469,20.638999938964844,-88.43299865722656
MMCU,2600,45,18L,191,0,36R,11,0,28.714599609375,-105.96099853515625,28.691600799560547,-105.96600341796875
MMCV,2200,45,15,156,0,33,336,0,23.712499618530273,-98.96080017089844,23.69420051574707,-98.95220184326172
MMCZ,2700,45,12,116,200,30,296,0,20.520099639892578,-86.94000244140625,20.50950050354004,-86.9166030883789
MMDO,2900,45,03,38,0,21,218,0,24.11389923095703,-104.53700256347656,24.13450050354004,-104.51899719238281
MMEP,2300,45,02,26,0,20,206,0,21.410200119018555,-104.84700012207031,21.428699493408203,-104.83799743652344
MMGL,4000,60,11,113,0,29,293,0,20.528786,-103.327698,20.514072,-103.292664
MMGM,2350,45,02,29,0,20,209,0,27.959800720214844,-110.93099975585938,27.978200912475586,-110.91899871826172
MMHC,1990,35,13,143,0,31,323,0,18.50429916381836,-97.42559814453125,18.489999771118164,-97.41419982910156
MMHO,2300,45,05,59,0,23,239,0,29.08799934387207,-111.06300354003906,29.098800659179688,-111.04199981689453
MMIA,2300,45,07,74,0,25,254,0,19.274099349975586,-103.58799743652344,19.27989959716797,-103.56700134277344
MMIO,2897,45,17,180,0,35,0,0,25.55150032043457,-100.9280014038086,25.525299072265625,-100.92900085449219
MMIT,2329,45,17,180,0,35,360,0,16.45989990234375,-95.09369659423828,16.438800811767578,-95.09369659423828
MMLM,2000,45,09,100,0,27,280,0,25.68670082092285,-109.08999633789062,25.6835994720459,-109.07099914550781
MMLO,3500,45,13,134,0,31,314,0,21.0044002532959,-101.49299621582031,20.982500076293945,-101.46900177001953
MMLP,2500,45,18,188,0,36,8,0,24.083900451660156,-110.36100006103516,24.061500549316406,-110.36399841308594
MMLT,2200,45,16,173,0,34,353,0,25.999099731445312,-111.3499984741211,25.979299545288086,-111.34700012207031
MMMA,2300,46,15,156,0,33,336,0,25.779399871826172,-97.52989959716797,25.760400772094727,-97.52069854736328
MMMD,3200,46,10,105,300,28,285,0,20.937599182128906,-89.6603012084961,20.93000030517578,-89.63059997558594
MMMD,2300,46,18,181,0,36,1,0,20.94070053100586,-89.65760040283203,20.9197998046875,-89.65799713134766
MMML,2600,45,10,118,0,28,298,0,32.636199951171875,-115.25499725341797,32.625099182128906,-115.2300033569336
MMMM,3400,45,05,55,0,23,235,0,19.841100692749023,-101.03900146484375,19.858800888061523,-101.01200103759766
MMMT,2100,45,01,18,0,19,198,0,18.09440040588379,-94.58370208740234,18.112499237060547,-94.57759857177734
MMMV,2100,45,06R,73,87,24L,253,201,26.951200485229492,-101.48100280761719,26.95680046081543,-101.46099853515625
MMMX,3952,45,05L,59,315,23R,239,500,19.427600860595703,-99.09049987792969,19.44569969177246,-99.05819702148438
MMMX,3900,45,05R,59,455,23L,239,0,19.427000045776367,-99.08580017089844,19.444900512695312,-99.05390167236328
MMMY,3000,45,11,121,0,29,301,0,25.784099578857422,-100.11699676513672,25.770000457763672,-100.09100341796875
MMMZ,2703,60,09,93,0,27,273,0,23.162001,-106.278,23.1607,-106.251999
